text	label
In September 2019, Volexity published Digital Crackdown: Large-Scale Surveillance and Exploitation of Uyghurs, which described a series of attacks against Uyghurs from multiple Chinese APT actors.	1
The Evil Eye threat actor was observed launching an exploit aimed at installing a malware implant on Android phones.	1
The Evil Eye actor set up IRONSQUIRREL code to be loaded in a variety of different ways through malicious iframes across the various compromised websites.	1
This encrypts all C2 activity, to include data exfiltration.	1
The malware conducts C2 server validation using a certificate embedded in the malware and will not function if validation fails.	1
The malware employs basic obfuscation techniques to obscure some of its embedded strings.	1
In addition to exfiltrating information about the phone and targeted apps, the malware now automatically sends information about each additional app that is installed on the device during its initial phone-home.	1
The implant made extensive use of obfuscated strings to hide file names, API names, URL parameters, and other data relevant to its operations.	1
Once installed, the malware granted access to a user's Contacts, location, Messages data, and information from third-party apps.	1
Unlike other rooting malware, this Trojan not only installs its modules into the system, it also injects malicious code into the system runtime libraries.	1
It uses a variety of new techniques, but the most interesting thing is that it injects malicious code into the system libraries – libdmv.so or libandroid_runtime.so.	1
This makes Dvmap the first Android malware that injects malicious code into the system libraries in runtime, and it has been downloaded from the Google Play Store more than 50,000 times.	1
To bypass Google Play Store security checks, the malware creators used a very interesting method: they uploaded a clean app to the store at the end of March, 2017, and would then update it with a malicious version for short period of time.	1
During this phase, the Trojan tries to gain root rights on the device and to install some modules.	1
It will check the version of Android installed and decide which library should be patched.	1
It installs malicious modules with different functionality into the system.	1
The most interesting thing, as stated above, is that it injects malicious code into the system libraries, such as libdmv.so or libandroid_runtime.so.	1
The malware (Dvmap) was uploaded to Google Play Store masked as several simple apps such as Puzzle Games.	1
To bypass Google Play Store security checks, the malware creators uploaded a clean app to the play store and then update it with a malicious version for a short period of time.	1
Dvmap Trojan works on both 32-bit and 64-bit versions of Android, which once installed, attempts to gain root access on the device and tries to install several modules on the system including a few written in Chinese, along with a malicious app called “com.qualcmm.timeservices.	1
To make sure the malicious module gets executed with system rights, the malware overwrites system’s runtime libraries depending on which Android version the device is running.	1
To complete the installation of the above-mentioned malicious app, the Trojan with system rights turns off “Verify Apps,” feature and modify system setting to allow app installation from 3rd party app stores.	1
This malicious 3rd party app is responsible for connecting the infected device to the attacker’s command-and-control server, giving out full control of the device into the hands of attackers.	1
Zen uses root permissions on a device to automatically enable a service that creates fake Google accounts.	1
Zen apps gain access to root permissions from a rooting trojan in its infection chain.	1
In April 2013, we saw the first sample, which made heavy use of dynamic code loading (i.e., fetching executable code from remote sources after the initial app is installed).	1
This sample displayed ads from various sources.	1
More recent variants blend rooting capabilities and click fraud.	1
As rooting exploits on Android become less prevalent and lucrative, PHA authors adapt their abuse or monetization strategy to focus on tactics like click fraud.	1
The simplest PHA from the author's portfolio used a specially crafted advertisement SDK to create a proxy for all ads-related network traffic.	1
This approach allows the authors to combine ads from third-party advertising networks with ads they created for their own apps.	1
Click fraud PHAs simulate user clicks on ads instead of simply displaying ads and waiting for users to click them.	1
The click fraud PHA requests a URL to the advertising network directly instead of proxying it through an additional SDK.	1
The command & control server (C&C server) returns the URL to click along with a very long list of additional parameters in JSON format.	1
After rendering the ad on the screen, the app tries to identify the part of the advertisement website to click.	1
If that part is found, the app loads Javascript snippets from the JSON parameters to click a button or other HTML element, simulating a real user click.	1
Using a publicly available rooting framework, the PHA attempts to root devices and gain persistence on them by reinstalling itself on the system partition of rooted device.	1
After achieving persistence, the trojan downloads additional payloads, including another trojan called Zen.	1
Zen requires root to work correctly on the Android operating system.	1
The Zen trojan uses its root privileges to turn on accessibility service (a service used to allow Android users with disabilities to use their devices) for itself by writing to a system-wide setting value enabled_accessibility_services.	1
The trojan implements three accessibility services directed at different Android API levels and uses these accessibility services, chosen by checking the operating system version, to create new Google accounts.	1
The app then clicks the appropriate buttons, scrollbars, and other UI elements to go through account sign-up without user intervention.	1
To get around this, the app then uses its root privilege to inject code into the Setup Wizard, extract the CAPTCHA image, and sends it to a remote server to try to solve the CAPTCHA.	1
Apart from injecting code to read the CAPTCHA, the app also injects its own code into the system_server process, which requires root privileges.	1
This indicates that the app tries to hide itself from any anti-PHA systems that look for a specific app process name or does not have the ability to scan the memory of the system_server process.	1
The app also creates hooks to prevent the phone from rebooting, going to sleep or allowing the user from pressing hardware buttons during the account creation process.	1
First, the app has to turn off SELinux protection.	1
Then the app finds a process id value for the process it wants to inject with code.	1
Zen family PHA authors exhibit a wide range of techniques, from simply inserting an advertising SDK to a sophisticated trojan.	1
The app that resulted in the largest number of affected users was the click fraud version, which was installed over 170,000 times at its peak in February 2018.	1
In most cases, these click fraud apps were uninstalled by the users, probably due to the low quality of the apps.	1
XLoader Android Spyware and Banking Trojan Distributed via DNS Spoofing	1
The attacks use Domain Name System (DNS) cache poisoning/DNS spoofing, possibly through infringement techniques such as brute-force or dictionary attacks, to distribute and install malicious Android apps.	1
These malware pose as legitimate Facebook or Chrome applications.	1
XLoader can also hijack the infected device (i.e., send SMSs) and sports self-protection/persistence mechanisms through device administrator privileges.	1
As with our earlier reports in late March, the attack chain involves diverting internet traffic to attacker-specified domains by compromising and overwriting the router’s DNS settings.	1
A fake alert will notify and urge the user to access the malicious domain and download XLoader.	1
XLoader first loads the encrypted payload from Assets/db as test.dex to drop the necessary modules then requests for device administrator privileges.	1
Once granted permission, it hides its icon from the launcher application list then starts a service that it keeps running in the background.	1
XLoader creates a provisional web server to receive the broadcast events.	1
It shows a web phishing page whenever the affected device receives a broadcast event (i.e., if a new package is installed or if the device’s screen is on) to steal personal data, such as those keyed in for banking apps.	1
XLoader can also collect information related to usage of apps installed in the device.	1
Its data-stealing capabilities include collecting SMSs after receiving an SMS-related broadcast event and covertly recording phone calls.	1
XLoader can also hijack accounts linked to financial or game-related apps installed on the affected device.	1
XLoader can also start other attacker-specified packages.	1
A possible attack scenario involves replacing legitimate apps with repackaged or malicious versions.	1
This enables it to launch malicious apps without the user’s awareness and explicit consent.	1
XLoader also prevents victims from accessing the device’s settings or using a known antivirus (AV) app in the country.	1
XLoader can also load multiple malicious modules to receive and execute commands from its remote command-and-control (C&C) server, as shown below:	1
sendSms — send SMS/MMS to a specified address	1
setWifi — enable or disable Wi-Fi connection	1
gcont — collect all the device’s contacts	1
bc — collect all contacts from the Android device and SIM card	1
setForward — currently not implemented, but can be used to hijack the infected device	1
getForward — currently not implemented, but can be used to hijack the infected device	1
hasPkg — check the device whether a specified app is installed or not	1
setRingerMode — set the device’s ringer mode	1
setRecEnable — set the device’s ringer mode as silent	1
reqState — get a detailed phone connection status, which includes activated network and Wi-Fi (with or without password)	1
showHome — force the device’s back to the home screen	1
getnpki: get files/content from the folder named NPKI (contains certificates related to financial transactions)	1
http — access a specified network using HttpURLConnection	1
onRecordAction — simulate a number-dialed tone	1
call — call a specified number	1
get_apps — get all the apps installed on the device	1
show_fs_float_window — show a full-screen window for phishing	1
Of note is XLoader’s abuse of the WebSocket protocol (supported in many browsers and web applications) via ws(WebSockets) or wss(WebSockets over SSL/TLS) to communicate with its C&C servers.	1
The abuse of the WebSocket protocol provides XLoader with a persistent connection between clients and servers where data can be transported any time.	1
XLoader abuses the MessagePack (a data interchange format) to package the stolen data and exfiltrate it via the WebSocket protocol for faster and more efficient transmission.	1
XLoader was first spotted in April 2018 posing as legitimate Facebook or Chrome apps.	1
XLoader is a backdoor trojan and Android malware that uses Domain Name System (DNS) spoofing to distribute infected Android apps.	1
The malicious apps collect device owners’ personal information and financial information.	1
XLoader distributed via DNS domains	1
These apps were distributed via polluted DNS domains that send notifications to victims’ devices.	1
Once the malicious app is installed on the mobile device, it can hijack the device and gain persistence via device administrator privileges.	1
After which, XLoader can steal device owners’ personal information as well as download additional malware.	1
Researchers who found a connection between the two malware and the Yanbian Gang noted that they initially discovered the connection during a malware campaign that saw XLoader malware disguised as a legitimate app of a major Japanese home delivery service company in June 2018.	1
Researchers detected a new version of the XLoader malware ‘XLoader v 6.0’ that poses as a security app for Android devices and uses a malicious iOS profile to affect iPhone and iPad devices.	1
XLoader version 6.0 abuses Twitter profiles to hide its C&C server.	1
In April 2019, researchers uncovered ‘XLoader version 7.0’ that poses as a pornography app for Android devices.	1
This variant abuses Instagram and Tumblr profiles to hide its C&C server.	1
This new XLoader variant poses as a security app for Android devices, and uses a malicious iOS profile to affect iPhone and iPad devices.	1
The threat actors behind this version used several fake websites as their host — copying that of a Japanese mobile phone operator’s website in particular — to trick users into downloading the fake security Android application package (APK).	1
In the past, XLoader showed the ability to mine cryptocurrency on PCs and perform account phishing on iOS devices.	1
Like its previous versions, XLoader 6.0 abuses social media user profiles to hide its real C&C addresses, but this time its threat actors chose the social media platform Twitter, which was never used in previous attacks.	1
Version 6.0 also adds a command called “getPhoneState”, which collects unique identifiers of mobile devices such as IMSI, ICCID, Android ID, and device serial number.	1
While monitoring this particular threat, we found another XLoader variant posing as a pornography app aimed at South Korean users.	1
Succeeding monitoring efforts revealed a newer variant that exploits the social media platforms Instagram and Tumblr instead of Twitter to hide its C&C address.	1
We labeled this new variant XLoader version 7.0, because of the different deployment method and its use of the native code to load the payload and hide in Instagram and Tumblr profiles.	1
It had again cloned a different legitimate Japanese website to host its malicious app, similar to what FakeSpy had also done before.	1
XLoader 6.0 also mirrors the way FakeSpy hides its real C&C server.	1
When before it had used several different social media platforms, it now uses the Twitter platform, something FakeSpy has done in its past attacks.	1
New XLoader Variant Masquerades as Android Security Apps, iOS Configuration Profile	1
A new variant of XLoader is masquerading as Android security apps and an iOS configuration profile to target mobile users.	1
Trend Micro detected the variant while analyzing a smishing campaign that tricked mobile users into visiting one of several fake websites, including a clone of a Japanese mobile phone operator.	1
Whenever an Android user visited a malicious site and/or pressed any of the available buttons, the campaign triggered the download of an Android Package (APK) for fake security software (assuming the user has enabled the installation of third-party apps in their Unknown Sources settings).	1
In the event an iOS user visited one of the malicious websites, the campaign redirected to another website that prompted them to download a malicious iOS configuration profile.	1
Trend Micro first observed efforts to distribute XLoader disguised as legitimate Facebook and Chrome apps in April 2018.	1
We've seen this actor rely heavily on phishing campaigns to trick victims into downloading their malicious apps, specifically on Facebook.	1
The surveillance functionality of Desert Scorpion resides in a second stage payload that can only be downloaded if the victim has downloaded, installed, and interacted with the first-stage chat application.	1
Upload attacker-specified files to C2 servers	1
Get list of installed applications	1
Get device metadata	1
Inspect itself to get a list of launchable activities	1
Retrieves PDF, txt, doc, xls, xlsx, ppt, pptx files found on external storage	1
Send SMS	1
Retrieve text messages	1
Track device location	1
Handle limited attacker commands via out of band text messages	1
Record surrounding audio	1
Record calls	1
Record video	1
Retrieve account information such as email addresses	1
Retrieve contacts	1
Removes copies of itself if any additional APKs are downloaded to external storage.	1
Call an attacker-specified number	1
Uninstall apps	1
Check if a device is rooted	1
Hide its icon	1
Retrieve list of files on external storage	1
If running on a Huawei device it will attempt to add itself to the protected list of apps able to run with the screen off	1
Encrypts some exfiltrated data	1
"Desert Scorpion's second stage masquerades as a generic ""settings"" application."	1
Such references would be in line with FrozenCell's phishing tactics in which they used file names to lure people associated with the political party to open malicious documents.	1
Researchers say they have uncovered a new Android spyware variant with an updated command-and-control communication strategy and extended surveillance capabilities that snoops on social media apps WhatsApp and Telegram.	1
The detected malware samples were disguised as a legitimate messaging app offered through Google Play.	1
Previously documented versions of this spyware have various capabilities, including the ability to take pictures, record audio, exfiltrate call logs, SMS messages and contacts and more.	1
They would do so by requesting a number of invasive permissions, using social engineering-like techniques to fool technically inexperienced users.	1
This latest version has extended surveillance capabilities, specifically targeting information collected from social media and messaging apps.	1
The spyware can now record victims’ screens and take screenshots, record incoming and outgoing calls in WhatsApp and read text of notifications from social media apps, including WhatsApp, Facebook, Skype and Messenger.	1
The malware also leverages a tactic where it creates a blank screen overlay to put on the Android screen while it makes calls, which helps it hide its call activity.	1
In another technique to hide its activity the malware can dismiss its own notifications.	1
Finally, the new version of the malware can dismiss notifications from built-security security apps for Android devices (allowing it to hide security warnings of suspicious activity from the victim), including Samsung notifications, SecurityLogAgent notifications on Samsung devices, MIUI Security notifications on Xiaomi devices and Phone Manager on Huawei devices.	1
Also known by the monikers VAMP, FrozenCell, GnatSpy, and Desert Scorpion, the mobile spyware has been a preferred tool of choice for the APT-C-23 threat group since at least 2017, with successive iterations featuring extended surveillance functionality to vacuum files, images, contacts and call logs, read notifications from messaging apps, record calls (including WhatsApp), and dismiss notifications from built-in Android security apps.	1
In the past, the malware has been distributed via fake Android app stores under the guise of AndroidUpdate, Threema, and Telegram.	1
The latest campaign is no different in that they take the form of apps that purport to install updates on the target's phone with names such as App Updates, System Apps Updates, and Android Update Intelligence.	1
It's believed that the attackers deliver the spyware app by sending a download link to the targets through smishing messages.	1
Once installed, the app begins requesting for invasive permissions to perform a string of malicious activities that are designed to slip past any attempts to manually remove the malware.	1
The app not only changes its icon to hide behind popular apps such as Chrome, Google, Google Play, and YouTube, in the event the user were to click the fraudulent icon, the legitimate version of the app is launched, while running surveillance tasks in the background.	1
The malware allows its users to steal data from a target’s phone including text messages, device location, contacts and more.	1
It can record phone calls, video and surrounding audio.	1
Desert Scorpion can also uninstall apps.	1
Once installed, the app would download a second app that masqueraded as a generic “settings” application, which is capable of tracking the device’s location, record calls, video, and surrounding audio, retrieve files found on external storage and them to a C&C server, retrieve text messages, contacts and account information, uninstall apps, and more.	1
In the case of the ViperRAT apps, built with a focus on social networking and chat, the apps, once installed, would profile the device and try to download a second-stage surveillance component.	1
Meanwhile, the Desert Scorpion app also uses a second-stage payload that downloads malicious components when a user interacts with the app.	1
That component gains almost unfettered access to the device -- and the ability to grab devices, metadata, track a user's locations, send messages, record surrounding audio, calls, and video -- all while running silently in the background.	1
In both cases, the actors behind the malicious apps used phishing schemes to trick targets into downloading the apps.	1
With ViperRAT, the malicious functionality within one of the apps looks almost indistinguishable from other social networking apps and obfuscated from view during the app store approval process.	1
Capture screenshots using the “screencap” command and framebuffer direct reading	1
Monitor clipboard content	1
Collect passwords for Wi-Fi networks and online acco;.unts, including Skype, Facebook, Twitter, Google, WhatsApp, Mail, and LinkedIn	1
Record using the microphone	1
Collect SMS, MMS, and Gmail messages	1
Record location	1
Gather device information	1
Capture photos using the front and back cameras	1
Collect contacts and decode messages from IM accounts, including Facebook Messenger, WhatsApp, Skype, Viber, Line, WeChat, Hangouts, Telegram, and BlackBerry Messenger.	1
Capture real-time voice calls in any network or app by hooking into the “mediaserver” system service	1
command-and-control (C&C) servers, used to remotely send/receive malicious commands	1
The first method is to send a specially crafted URL to the target via SMS or email.	1
The second method is to use a stealthy backdoor app such as ANDROIDOS_HTBENEWS.A, which was designed to bypass Google Play.	1
The said exploits will root the device and install a shell backdoor.	1
One of its most notable routines is capturing voice calls in real time by hooking into the “mediaserver” system service.	1
Sync configuration data, upgrade modules, and download new payload (This uses transport protocol ZProtocol encrypted by AES/CBC/PKCS5Padding algorithm to communicate with the C&C server.)	1
Upload and purge collected evidence	1
Destroy device by resetting locking password	1
Send SMS with defined content or location	1
Disable network	1
Disable root	1
To avoid detection and removal of the agent app in the device memory, the RCSAndroid suite also detects emulators or sandboxes, obfuscates code using DexGuard, uses ELF string obfuscator, and adjusts the OOM (out-of-memory) value.	1
Interestingly, one unused feature of the app is its ability to manipulate data in the Android package manager to add and remove permissions and components as well as hide the app icon.	1
This will allow the attacker to gain root privilege, and allow the installation of a shell backdoor and RCS Android.	1
The former is responsible for the spying routines: gathering device information, capturing screenshots and photos, recording speech by using the devices’ microphone, capturing voice calls, recording location, capturing Wi-Fi and online account passwords, collecting contacts and decoding messages from IM accounts, as well as collecting SMS, MMS, and Gmail messages.	1
It can sync configuration data, upgrade modules, and download new payloads; upload the above mentioned collected data to the C&C server, and purge it from the device; execute shell commands; disable the network, root access; reset the device’s locking password; uninstall the bot.	1
“To avoid detection and removal of the agent app in the device memory, the RCSAndroid suite also detects emulators or sandboxes, obfuscates code using DexGuard, uses ELF string obfuscator, and adjusts the OOM (out-of-memory) value,” the researchers shared.	1
“Interestingly, one unused feature of the app is its ability to manipulate data in the Android package manager to add and remove permissions and components as well as hide the app icon.”	1
Collect Passwords for both networks (your WiFi) and accounts (your bank)	1
Collect your location	1
Record you calls or what is being said around your device	1
Collect you contact information	1
Collect you email and texts	1
Once installed on targets' devices, RCSAndroid would have helped government and law enforcement agencies around the world to completely compromise and monitor Android devices remotely.	1
Capture screenshots using the 'screencap' command and framebuffer direct reading	1
Collect passwords for Wi-Fi networks and online accounts, including WhatsApp, Facebook, Twitter, Google, Skype, and LinkedIn	1
Capture real-time voice calls in any network or application by hooking into the 'mediaserver' system service	1
Collect contacts and decode messages from IM accounts, including WhatsApp, Telegram, Facebook Messenger, Skype, WeChat, Viber, Line, Hangouts, and BlackBerry Messenger.	1
"Some indicators may come in the form of peculiar behavior such as unexpected rebooting, finding unfamiliar apps installed, or instant messaging apps suddenly freezing."""	1
Project Spy uses the ongoing coronavirus pandemic as a lure, posing as an app called Coronavirus Updates.	1
We also found similarities in two older samples disguised as a Google service and, subsequently, as a music app after further investigation.	1
At the end of March 2020, we came across an app masquerading as a coronavirus update app, which we named Project Spy based on the login page of its backend server.	1
Upload GSM, WhatsApp, Telegram, Facebook, and Threema messages	1
Upload voice notes, contacts stored, accounts, call logs, location information, and images	1
Upload the expanded list of collected device information (e.g., IMEI, product, board, manufacturer, tag, host, Android version, application version, name, model brand, user, serial, hardware, bootloader, and device ID)	1
Upload SIM information (e.g., IMSI, operator code, country, MCC-mobile country, SIM serial, operator name, and mobile number)	1
Upload wifi information (e.g., SSID, wifi speed, and MAC address)	1
The app is capable of stealing messages from popular messaging apps by abusing the notification permissions to read the notification content and saving it to the database.	1
It requests permission to access the additional storage.	1
Collect device and system information (i.e., IMEI, device ID, manufacturer, model and phone number), location information, contacts stored, and call logs	1
Collect and send SMS	1
Take pictures via the camera	1
Upload recorded MP4 files	1
Monitor calls	1
This version appeared as Wabi Music, and copied a popular video-sharing social networking service as its backend login page.	1
Stealing notification messages sent from WhatsApp, Facebook, and Telegram	1
Abandoning the FTP mode of uploading the recorded images	1
However, although the “Concipit1248” app requested permissions to open the device camera and read photos, the code only can upload a self-contained PNG file to a remote sever.	1
When users click on the link provided, they're prompted to update their phone's Adobe Flash player, which instead installs the virus on their phone, according to Cloudmark.	1
"""It can access your microphone, it can access your camera, it can access SMS, it can access your call logs, your internet, your GPS so it knows where you are,"" Kalember added."	1
"According to Kalember, the TangleBot malware has the capability to show hacked users an ""overlay"" screen that appears authentic but is instead a fake window being run by attackers to steal information."	1
For example, TangleBot uses advanced behaviors and transmission capabilities, along with a string decryption routine that helps to obfuscate its presence.	1
Silently call contacts and block calls	1
Send and receive text messages	1
Record the audio, screen or both, then stream them to another device	1
Place overlay screens on the device, obscuring apps and screens	1
Deploy further device observation or espionage capabilities	1
TangleBot equally gains control of the device but in far more invasive manner than the FlutBot malware.	1
TangleBot Android malware is installed when an unsuspecting user clicks on a malicious link disguised as COVID-19 vaccination appointment-related information in an SMS message or information about fake local power outages that are due to occur.	1
The aim behind both or either of the messages (on COVID-19 or impending power outages) is to encourage potential victims to follow a link that supposedly offers detailed information.	1
Once at the page, users are asked to update applications such as Adobe Flash Player to view the page’s content by going through nine (9) dialogue boxes to give acceptance to different permissions that will allow the malware operators initiate the malware configuration process.	1
The immediate consequence to this, is that TangleBot gains access to several different permissions when installed on a device, allowing it to eavesdrop on user communications.	1
The malware then steals sensitive data stored on the device and monitors almost every user activity, including camera use, audio conversations, and location, among other things.	1
Furthermore, the malware takes complete control of the targeted device, including access to banking data, and can reach the deepest recesses of the Android operating system.	1
The mobile baddie grants itself access to almost everything, enabling spying, data-harvesting, stalking and fraud attacks, among others.	1
According to Cloudmark researchers, the newly discovered mobile malware is spreading via SMS messaging in the U.S. and Canada, using lures about COVID-19 boosters and regulations.	1
The goal is to social-engineer targets into clicking on an embedded link, which takes them to a website.	1
In propagation and theme, TangleBot resembles other mobile malware, such as the FluBot SMS malware that targets the U.K. and Europe or the CovidLock Android ransomware, which is an Android app that pretends to give users a way to find nearby COVID-19 patients.	1
“The malware has been given the moniker TangleBot because of its many levels of obfuscation and control over a myriad of entangled device functions, including contacts, SMS and phone capabilities, call logs, internet access, [GPS], and camera and microphone,” they noted in a Thursday writeup.	1
To reach such a long arm into Android’s internal business, TangleBot grants itself privileges to access and control all of the above, researchers said, meaning that the cyberattackers would now have carte blanche to mount attacks with a staggering array of goals.	1
For instance, attackers can manipulate the incoming voice call function to block calls and can also silently make calls in the background, with users none the wiser.	1
TangleBot can also send, obtain and process text messages for SMS fraud, two-factor authentication interception, self-propagation to contacts and more.	1
It also has deep spyware capabilities, with the ability to record or directly stream camera, screen or microphone audio directly to the attacker, along with “other device observation capabilities,” according to Cloudmark.	1
Gaining access to the GPS functionality, for example, creates the potential for stalkery location-tracking.	1
And last but not least, the firm noted that the malware can take stock of installed applications and interact with them, as well as place overlay screens on top of these to, say, harvest credentials in the style of a banking trojan.	1
“As we have seen with FluBot, TangleBot can overlay banking or financial apps and directly steal the victim’s account credentials….The capabilities also enable the theft of considerable personal information directly from the device.”	1
A cyber security company, Proofpoint/Cloudmark has recently identified a new threat that can take over the victim’s mobile phone through SMS.	1
This security threat has been named as the Tangle Bot due to its ability to takeover a number of device’s functions that may include contact list, phone history, camera and microphone along with the ability to use Internet.	1
Just like the name Tangle, this malware can mislead the target to install the tampered software received by a forged Covid-19 alert.	1
With the ongoing pandemic, which has already created panic, such types of messages can fuel up the target and will somehow trick them to click on the link attached with the message believing that the link will provide more information regarding Boosters as well the governmental policies for Covid-19.	1
After tapping the highlighted link, the web display will show that the Adobe Flash Player needs to be updated, if the user agrees to update it by tapping the installation button for update, TangleBot will be installed and will start taking over functions including getting control on phone book, recording screen, opening device camera and mic whenever the attacker wants too.	1
According to Proofpoint , TangleBot can even get access to online financial applications by overlaying the screen.	1
TangleBot Android malware is installed when an unsuspecting user clicks on a malicious link disguised as COVID-19 vaccination appointment-related information in an SMS message or information about fake local power outages that are due to occur.”	1
The TangleBot malware is distributed via a text message to mainly Android users.	1
In order to gain access to the user’s device, the fraudsters send messages that are familiar to the user and implore them to read more or find more detailed information by clicking a provided link.	1
When users click the provided link, the TangleBot malware takes over the device, providing the fraudsters access to financial information, personal information, etc.	1
This means that it tries to send messages that will interest the targeted user.	1
For example, coronavirus related information or bonanza or gifts.	1
Recording the audio, screen, or both, then streaming them to another device.	1
Placing overlay screens on the device, to obscure apps and screens.	1
Silently, calling contacts and blocking calls.	1
Sending and receiving text messages.	1
Deploying further device observation or espionage capabilities	1
While other types of Malware are internet based, capitalizing on social media apps to lure users, TangleBot only operates as text messages.	1
Although TangleBot protects itself deletion, experts say,  users can manually remove it from their device by using Android’s safe boot.	1
As outlined earlier,  malware such as FluBot and TangleBot can overlay banking or financial apps and directly steal the victim’s account credentials.	1
Instead of being controlled by a traditional command-and-control server, it receives instructions via tweets.	1
Android/Twitoor is a backdoor capable of downloading other malware onto an infected device.	1
This malicious app, detected by ESET as a variant of Android/Twitoor.A, can’t be found on any official Android app store – it probably spreads by SMS or via malicious URLs.	1
It impersonates a porn player app or MMS application but without having their functionality.	1
After launching, it hides its presence on the system and checks the defined Twitter account at regular intervals for commands.	1
Based on received commands, it can either download malicious apps or switch the C&C Twitter account to another one.	1
To make the Twitoor botnet’s communication more resilient, botnet designers took various steps like encrypting their messages, using complex topologies of the C&C network – or using innovative means for communication, among them the use of social networks.	1
It’s the first known mobile malware to use this kind of social media account instead of a command-and-control server to exercise its power over infected devices.	1
It’s called Twitoor, and this Trojan apparently lies dormant on Android devices, and awaits commands from a malicious Twitter account.	1
Commands can either tell Twitoor to download and install other applications — generally of the data-stealing mobile banking malware variety — or switch to another command-and-control Twitter account.	1
In this campaign, the spyware is used to first do a complete scan of the device and capture personal information about the targeted victim.	1
After this, the attackers gain access to the users' preferences, device usage, inactivity times, and have the ability to record their screens.	1
Using the spyware, the attackers could do anything from credential stealing and information exfiltration, to money transfers and blackmailing.	1
It can also be used to surreptitiously turn the volume of the phone down and block calls or messages.	1
"The malware, dubbed Mandrake by its discoverers at Bitdefender, can take ""complete control of the device"" and can steal information and cryptocurrency, break into bank accounts, and even factory-reset infected phones to cover its tracks."	1
If you install one of these innocent-looking apps, it collects information about your device and your surroundings, but otherwise does nothing terrible.	1
Mandrake tricks you by putting fake overlays on your screen, such as an end-user license agreement that must be agreed to.	1
Then Mandrake forwards all your text messages to the attackers, forwards phone calls to other numbers, blocks calls, installs or remove apps, steals contact lists, hides notifications, records screen activity, steals passwords to your Facebook and online bank accounts, creates phishing pages to leech your credentials for Gmail and Amazon, and tracks your location.	1
Unlike run of the mill malware, Mandrake puts in significant effort NOT to infect victims.	1
It cherry-picks a handful of devices it gets installed on for further exploitation.	1
This is likely because its operators know that they increase their chances of being called out with every device they infect, so they have instructed the malware to avoid countries where compromised devices won’t bring them any return of interest.	1
The malware also uses advanced manipulation tactics to bait users.	1
For instance, it re-draws what the user sees on the screen to hijack taps.	1
What the users perceive as accepting an End-User License Agreement is actually a complex series of requesting and receiving extremely powerful permissions.	1
With those permissions, the malware gets complete control of the device and data on it.	1
Mandrake spyware hoovers up information raging from account credentials, screen records, GPS and more -- and has been for years.	1
Mandrake spyware abuses legitimate Android functions to help gain access to everything on the compromised device in attacks that can gather almost any information about the user.	1
The attacker can browse and collect all data on the device, steal account credentials for accounts including banking applications.	1
secretly take recordings of activity on the screen, track the GPS location of the user and more, all while continuously covering their tracks.	1
"""The ultimate goal of Mandrake is complete control of the device, as well as account compromise."	1
It isn't clear exactly how widespread the campaigns are, but the malware isn't spammed out like other campaigns – the attackers appear to carefully pick their victims and once they have a valued target compromised, they'll manually control the actions of Mandrake in order to manipulate the most information out of the user as possible.	1
And when the attackers have gained all the information they want from the victim, Mandrake has a kill-switch that wipes the malware from the device.	1
Mandrake's operators have put serious effort into making sure it has stayed hidden over the years, even going so far as to develop, upload and maintain several applications on the Google Play Store – under the names of several different developers.	1
The app is installed on the phone and it then contacts the server to download a loader, which then provides the additional capabilities Mandrake needs to take control of the device.	1
"""The malware operates in stages, with the first stage being a benign app with no malicious behaviour, other than the ability to download and install a second-stage payload when expressly directed to do so."	1
The malware tricks the user into providing it with additional privileges on the device.	1
"With those permissions, the malware gets complete control of the device and data on it,"" said Botezatu."	1
The malware’s many capabilities include stealing account credentials, recording activity displayed on the screen, and GPS tracking.	1
The threat actor behind the malware appears to specifically target certain valuable users with the intent to take over their devices and compromise their accounts.	1
Then, the app tricks the user into granting excessive permissions by displaying what appears to be a request to accept the End-User License Agreement.	1
After the malware is downloaded and steals the desired information, a kill-switch is engaged that wipes any evidence of Mandrake from the device.	1
ESET researchers have analyzed an extremely dangerous Android app that can perform a host of nefarious actions, notably wiping out the victim’s bank account or cryptocurrency wallet and taking over their email or social media accounts.	1
The app is fitted with standard information-stealing capabilities; however, this banker is exceptionally insidious in that after installation it requires a single action from the victim – enable Android’s Accessibility Service – to fully unleash the app’s malicious functionality.	1
Its creators reduced the app’s malicious surface to the bare minimum by removing all potentially malicious functionalities but one: abusing Accessibility Service.	1
allow modify system settings	1
permit drawing over other apps, and	1
activate accessibility services.	1
If an unsuspecting user grants these permissions (see Figure 4), the trojan can read any text displayed in any app the user may launch – and send it to the attackers.	1
This means the attackers can steal the victim’s credentials for logging into apps, SMS and email messages, displayed cryptocurrency private keys, and even software-generated 2FA codes.	1
The fact the trojan can steal both the victim’s credentials and also can control their SMS messages and generated 2FA codes means DEFENSOR ID’s operators can bypass two-factor authentication.	1
Our analysis shows the DEFENSOR ID trojan can execute 17 commands received from the attacker-controlled server such as uninstalling an app, launching an app and then performing any click/tap action controlled remotely by the attacker (see Figure 5).	1
In this case, the attacker can get the list of all installed apps and then remotely launch the victim’s app of their choice to either steal credentials or perform malicious actions (e.g.	1
We believe that this is the reason the DEFENSOR ID trojan requests the user to allow “Modify system settings”.	1
